#locus_id	contig	start	stop	annotation
cds1889	gi|16763390|ref|NC_003197.1|	2029934	2030173	ID=cds1889;Name=NP_460892.1;Parent=gene1950;Dbxref=Genbank:NP_460892.1,GeneID:1253457;gbkey=CDS;gene=yecH;product=cytoplasmic protein;protein_id=NP_460892.1;transl_table=11;strand=-
cds1890	gi|16763390|ref|NC_003197.1|	2030400	2031611	ID=cds1890;Name=NP_460893.1;Parent=gene1951;Dbxref=Genbank:NP_460893.1,GeneID:1253458;gbkey=CDS;gene=tyrP;product=HAAAP family tyrosine-specific transport protein;protein_id=NP_460893.1;transl_table=11;strand=+
cds1891	gi|16763390|ref|NC_003197.1|	2031686	2032351	ID=cds1891;Name=NP_460894.1;Parent=gene1952;Dbxref=Genbank:NP_460894.1,GeneID:1253459;gbkey=CDS;gene=yecA;product=metal-binding protein;protein_id=NP_460894.1;transl_table=11;strand=-
cds1892	gi|16763390|ref|NC_003197.1|	2032589	2032915	ID=cds1892;Name=NP_460895.1;Parent=gene1953;Dbxref=Genbank:NP_460895.1,GeneID:1253460;gbkey=CDS;product=glucose-6-phosphate dehydrogenase;protein_id=NP_460895.1;transl_table=11;strand=-
cds1893	gi|16763390|ref|NC_003197.1|	2033128	2034567	ID=cds1893;Name=NP_460896.1;Parent=gene1954;Dbxref=Genbank:NP_460896.1,GeneID:1253461;gbkey=CDS;product=cell wall-associated hydrolase;protein_id=NP_460896.1;transl_table=11;strand=-
cds1894	gi|16763390|ref|NC_003197.1|	2034780	2035112	ID=cds1894;Name=NP_460897.1;Parent=gene1955;Dbxref=Genbank:NP_460897.1,GeneID:1253462;gbkey=CDS;product=inner membrane protein;protein_id=NP_460897.1;transl_table=11;strand=-
cds1895	gi|16763390|ref|NC_003197.1|	2035813	2036361	ID=cds1895;Name=NP_460898.1;Parent=gene1959;Dbxref=Genbank:NP_460898.1,GeneID:1253466;gbkey=CDS;gene=pgsA;product=CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase;protein_id=NP_460898.1;transl_table=11;strand=-
cds1896	gi|16763390|ref|NC_003197.1|	2036418	2038250	ID=cds1896;Name=NP_460899.1;Parent=gene1960;Note=The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5%27 and 3%27 sides of the lesion. The N-terminal half is responsible for the 3%27 incision and the C-terminal half is responsible for the 5%27 incision;Dbxref=Genbank:NP_460899.1,GeneID:1253467;gbkey=CDS;gene=uvrC;product=excinuclease ABC subunit C;protein_id=NP_460899.1;transl_table=11;strand=-
cds1897	gi|16763390|ref|NC_003197.1|	2038247	2038903	ID=cds1897;Name=NP_460900.1;Parent=gene1961;Note=in Escherichia coli the protein UvrY is part of a two-component system along with BarA that is needed for efficient switching between glycolytic and gluconeogenic carbon sources possibly by regulating the Csr system%3B in Salmonella SirA and BarA regulate virulence gene expression also via the Csr system;Dbxref=Genbank:NP_460900.1,GeneID:1253468;gbkey=CDS;gene=uvrY;product=LuxR%2FUhpA family response regulator;protein_id=NP_460900.1;transl_table=11;strand=-
cds1898	gi|16763390|ref|NC_003197.1|	2039367	2039591	ID=cds1898;Name=NP_460902.1;Parent=gene1962;Dbxref=Genbank:NP_460902.1,GeneID:1253470;gbkey=CDS;gene=yecF;product=cytoplasmic protein;protein_id=NP_460902.1;transl_table=11;strand=+
cds1899	gi|16763390|ref|NC_003197.1|	2039658	2040380	ID=cds1899;Name=NP_460903.1;Parent=gene1963;Note=regulates genes involved in cell division;Dbxref=Genbank:NP_460903.1,GeneID:1253471;gbkey=CDS;gene=sdiA;product=ftsQAZ ranscriptional regulator;protein_id=NP_460903.1;transl_table=11;strand=-
cds1900	gi|16763390|ref|NC_003197.1|	2040612	2041364	ID=cds1900;Name=NP_460904.1;Parent=gene1964;Dbxref=Genbank:NP_460904.1,GeneID:1253472;gbkey=CDS;gene=yecC;product=amino-acid ABC transporter ATP-binding protein;protein_id=NP_460904.1;transl_table=11;strand=-
cds1901	gi|16763390|ref|NC_003197.1|	2041361	2042029	ID=cds1901;Name=NP_460905.1;Parent=gene1965;Dbxref=Genbank:NP_460905.1,GeneID:1253473;gbkey=CDS;gene=yecS;product=amino acid ABC transporter permease;protein_id=NP_460905.1;transl_table=11;strand=-
cds1902	gi|16763390|ref|NC_003197.1|	2042050	2043036	ID=cds1902;Name=NP_460906.1;Parent=gene1966;Note=catalyzes the formation of pyruvate from D-cysteine;Dbxref=Genbank:NP_460906.1,GeneID:1253474;gbkey=CDS;gene=yedO;product=D-cysteine desulfhydrase;protein_id=NP_460906.1;transl_table=11;strand=-
cds1903	gi|16763390|ref|NC_003197.1|	2043190	2043990	ID=cds1903;Name=NP_460907.1;Parent=gene1967;Dbxref=Genbank:NP_460907.1,GeneID:1253475;gbkey=CDS;gene=fliY;product=amino-acid ABC transporter substrate-binding protein;protein_id=NP_460907.1;transl_table=11;strand=-
cds1904	gi|16763390|ref|NC_003197.1|	2044137	2044688	ID=cds1904;Name=NP_460908.1;Parent=gene1968;Note=expression activator of the class 2 type of flagellar operons%2C essential to achieve maximal cell motility%3B activator of type 1 fimbrial gene expression%3B cell density-responsive regulator%3B FliZ in Salmonella typhimurium induces HilA%2C an activator of invasion genes necessary to achieve full virulence;Dbxref=Genbank:NP_460908.1,GeneID:1253476;gbkey=CDS;gene=fliZ;product=flagella biosynthesis protein FliZ;protein_id=NP_460908.1;transl_table=11;strand=-
cds1905	gi|16763390|ref|NC_003197.1|	2044747	2045466	ID=cds1905;Name=NP_460909.1;Parent=gene1969;Note=sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released%3B this sigma factor directs late flagellar biosynthesis genes;Dbxref=Genbank:NP_460909.1,GeneID:1253477;gbkey=CDS;gene=fliA;product=RNA polymerase sigma factor FliA;protein_id=NP_460909.1;transl_table=11;strand=-
cds1906	gi|16763390|ref|NC_003197.1|	2045735	2046244	ID=cds1906;Name=NP_460910.2;Parent=gene1970;Note=transposase for insertion sequence element is200 %28SW:T200_SALTY%29;Dbxref=Genbank:NP_460910.2,GeneID:1253478;gbkey=CDS;gene=tnpA_2;product=insertion sequence element IS200 transposase;protein_id=NP_460910.2;transl_table=11;strand=-
cds1907	gi|16763390|ref|NC_003197.1|	2046374	2047579	ID=cds1907;Name=NP_460911.1;Parent=gene1971;Note=N-methylation of lysine residues in flagellin %28SW:FLIB_SALTY%29;Dbxref=Genbank:NP_460911.1,GeneID:1253479;gbkey=CDS;gene=fliB;product=lysine-N-methylase;protein_id=NP_460911.1;transl_table=11;strand=-
cds1908	gi|16763390|ref|NC_003197.1|	2047658	2049145	ID=cds1908;Name=NP_460912.1;Parent=gene1972;Note=structural flagella protein%3B individual Salmonella serotypes usually alternate between the production of 2 antigenic forms of flagella%2C termed phase 1 and phase 2%2C each specified by separate structural genes;Dbxref=Genbank:NP_460912.1,GeneID:1253480;gbkey=CDS;gene=fliC;product=flagellin;protein_id=NP_460912.1;transl_table=11;strand=-
cds1909	gi|16763390|ref|NC_003197.1|	2049402	2050805	ID=cds1909;Name=NP_460913.1;Parent=gene1973;Note=involved in flagellin assembly;Dbxref=Genbank:NP_460913.1,GeneID:1253481;gbkey=CDS;gene=fliD;product=flagellar hook-associated protein 2;protein_id=NP_460913.1;transl_table=11;strand=+
cds1910	gi|16763390|ref|NC_003197.1|	2050820	2051227	ID=cds1910;Name=NP_460914.1;Parent=gene1974;Note=flagellin specific chaperone;Dbxref=Genbank:NP_460914.1,GeneID:1253482;gbkey=CDS;gene=fliS;product=flagellar protein FliS;protein_id=NP_460914.1;transl_table=11;strand=+
cds1911	gi|16763390|ref|NC_003197.1|	2051227	2051595	ID=cds1911;Name=NP_460915.1;Parent=gene1975;Note=binds flagellar cap subunits %28FliD%29 and seems to prevents their oligomerization prior to its translocation through the flagellum-specific type III export pathway%3B acts as a repressor of flagellar class 2 operons by preventing FlhD2C2 to bind the promoter and inhibiting the FlhD2C2-dependent transcription%3B member of the type III cytoplasmic chaperone family;Dbxref=Genbank:NP_460915.1,GeneID:1253483;gbkey=CDS;gene=fliT;product=flagellar protein FliT;protein_id=NP_460915.1;transl_table=11;strand=+
cds1912	gi|16763390|ref|NC_003197.1|	2051667	2053151	ID=cds1912;Name=NP_460916.1;Parent=gene1976;Note=converts 1%2C4-alpha-D-glucans to maltodextrin;Dbxref=Genbank:NP_460916.1,GeneID:1253484;gbkey=CDS;gene=amyA;product=cytoplasmic alpha-amylase;protein_id=NP_460916.1;transl_table=11;strand=+
cds1913	gi|16763390|ref|NC_003197.1|	2053191	2053616	ID=cds1913;Name=NP_460917.1;Parent=gene1977;Note=15.5 kDa protein in amyA-fliE intergenic region %28SW:YEDD_SALTY%29;Dbxref=Genbank:NP_460917.1,GeneID:1253485;gbkey=CDS;gene=yedD;product=lipoprotein;protein_id=NP_460917.1;transl_table=11;strand=-
cds1914	gi|16763390|ref|NC_003197.1|	2053802	2055007	ID=cds1914;Name=NP_460918.2;Parent=gene1978;Note=hypothetical 44.2 kDa protein in amyA-fliE intergenic region %28SW:YEDE_SALTY%29%3B component of transport system;Dbxref=Genbank:NP_460918.2,GeneID:1253486;gbkey=CDS;gene=yedE;product=inner membrane protein;protein_id=NP_460918.2;transl_table=11;strand=+
cds1915	gi|16763390|ref|NC_003197.1|	2055004	2055237	ID=cds1915;Name=NP_460919.1;Parent=gene1979;Note=hypothetical 8.6 kDa protein in amyA-fliE intergenic region%3B ORF 9 %28SW:YEDF_ECOLI%29;Dbxref=Genbank:NP_460919.1,GeneID:1253487;gbkey=CDS;product=hypothetical protein;protein_id=NP_460919.1;transl_table=11;strand=+
cds1916	gi|16763390|ref|NC_003197.1|	2055502	2055888	ID=cds1916;Name=YP_006892397.1;Parent=gene1980;Dbxref=Genbank:YP_006892397.1,GeneID:13865721;gbkey=CDS;product=hypothetical protein;protein_id=YP_006892397.1;transl_table=11;strand=+
cds1917	gi|16763390|ref|NC_003197.1|	2056008	2056322	ID=cds1917;Name=NP_460921.1;Parent=gene1981;Note=forms a junction between the M-ring and FlgB during flagella biosynthesis;Dbxref=Genbank:NP_460921.1,GeneID:1253489;gbkey=CDS;gene=fliE;product=flagellar hook-basal body complex protein FliE;protein_id=NP_460921.1;transl_table=11;strand=-
cds1918	gi|16763390|ref|NC_003197.1|	2056539	2058221	ID=cds1918;Name=NP_460922.1;Parent=gene1982;Note=the MS-ring anchors the flagellum to the cytoplasmic membrane%3B part of the flagellar basal body which consists of four rings L%2C P%2C S%2C and M mounted on a central rod;Dbxref=Genbank:NP_460922.1,GeneID:1253490;gbkey=CDS;gene=fliF;product=flagellar MS-ring protein FliF;protein_id=NP_460922.1;transl_table=11;strand=+
cds1919	gi|16763390|ref|NC_003197.1|	2058214	2059209	ID=cds1919;Name=NP_460923.1;Parent=gene1983;Note=One of three proteins involved in switching the direction of the flagellar rotation;Dbxref=Genbank:NP_460923.1,GeneID:1253491;gbkey=CDS;gene=fliG;product=flagellar motor switch protein FliG;protein_id=NP_460923.1;transl_table=11;strand=+
cds1920	gi|16763390|ref|NC_003197.1|	2059202	2059909	ID=cds1920;Name=NP_460924.1;Parent=gene1984;Note=binds to and inhibits the function of flagella specific ATPase FliI;Dbxref=Genbank:NP_460924.1,GeneID:1253492;gbkey=CDS;gene=fliH;product=flagellar assembly protein FliH;protein_id=NP_460924.1;transl_table=11;strand=+
cds1921	gi|16763390|ref|NC_003197.1|	2059909	2061279	ID=cds1921;Name=NP_460925.1;Parent=gene1985;Note=involved in type III protein export during flagellum assembly;Dbxref=Genbank:NP_460925.1,GeneID:1253493;gbkey=CDS;gene=fliI;product=flagellum-specific ATP synthase FliI;protein_id=NP_460925.1;transl_table=11;strand=+
cds1922	gi|16763390|ref|NC_003197.1|	2061301	2061744	ID=cds1922;Name=NP_460926.1;Parent=gene1986;Note=rod%2Fhook and filament chaperone;Dbxref=Genbank:NP_460926.1,GeneID:1253494;gbkey=CDS;gene=fliJ;product=flagellar protein FliJ;protein_id=NP_460926.1;transl_table=11;strand=+
cds1923	gi|16763390|ref|NC_003197.1|	2061741	2062958	ID=cds1923;Name=NP_460927.1;Parent=gene1987;Note=flagellar hook-length control protein %28SW:FLIK_SALTY%29;Dbxref=Genbank:NP_460927.1,GeneID:1253495;gbkey=CDS;gene=fliK;product=flagellar hook-length control protein FliK;protein_id=NP_460927.1;transl_table=11;strand=+
cds1924	gi|16763390|ref|NC_003197.1|	2063063	2063530	ID=cds1924;Name=NP_460928.1;Parent=gene1988;Note=interacts with cytoplasmic MS ring of the basal body and may act to stabilize the MotAB complexes which surround the MS ring;Dbxref=Genbank:NP_460928.1,GeneID:1253496;gbkey=CDS;gene=fliL;product=flagellar basal body-associated protein FliL;protein_id=NP_460928.1;transl_table=11;strand=+
cds1925	gi|16763390|ref|NC_003197.1|	2063535	2064539	ID=cds1925;Name=NP_460929.1;Parent=gene1989;Note=with FliG and FliN makes up the switch complex which is involved in switching the direction of the flagella rotation;Dbxref=Genbank:NP_460929.1,GeneID:1253497;gbkey=CDS;gene=fliM;product=flagellar motor switch protein FliM;protein_id=NP_460929.1;transl_table=11;strand=+
cds1926	gi|16763390|ref|NC_003197.1|	2064536	2064949	ID=cds1926;Name=NP_460930.1;Parent=gene1990;Note=One of three proteins involved in switching the direction of the flagellar rotation;Dbxref=Genbank:NP_460930.1,GeneID:1253498;gbkey=CDS;gene=fliN;product=flagellar motor switch protein FliN;protein_id=NP_460930.1;transl_table=11;strand=+
cds1927	gi|16763390|ref|NC_003197.1|	2064952	2065326	ID=cds1927;Name=NP_460931.2;Parent=gene1991;Note=with FlhA%2C FlhB%2C FliP%2C FliQ and FliR is one of the membrane components of the flagellar export apparatus;Dbxref=Genbank:NP_460931.2,GeneID:1253499;gbkey=CDS;gene=fliO;product=flagellar biosynthesis protein FliO;protein_id=NP_460931.2;transl_table=11;strand=+
cds1928	gi|16763390|ref|NC_003197.1|	2065326	2066063	ID=cds1928;Name=NP_460932.1;Parent=gene1992;Note=FliP%2C with proteins FliQ and FliR%2C forms the core of the central channel in the flagella export apparatus;Dbxref=Genbank:NP_460932.1,GeneID:1253500;gbkey=CDS;gene=fliP;product=flagellar biosynthesis protein FliP;protein_id=NP_460932.1;transl_table=11;strand=+
cds1929	gi|16763390|ref|NC_003197.1|	2066073	2066342	ID=cds1929;Name=NP_460933.1;Parent=gene1993;Note=with proteins FliP and FliR forms the core of the central channel in the flagella export apparatus;Dbxref=Genbank:NP_460933.1,GeneID:1253501;gbkey=CDS;gene=fliQ;product=flagellar biosynthesis protein FliQ;protein_id=NP_460933.1;transl_table=11;strand=+
cds1930	gi|16763390|ref|NC_003197.1|	2066351	2067145	ID=cds1930;Name=NP_460934.1;Parent=gene1994;Note=FliR%2C with proteins FliP and FliQ%2C forms the core of the central channel in the flagella export apparatus;Dbxref=Genbank:NP_460934.1,GeneID:1253502;gbkey=CDS;gene=fliR;product=flagellar biosynthesis protein FliR;protein_id=NP_460934.1;transl_table=11;strand=+
cds1931	gi|16763390|ref|NC_003197.1|	2067427	2068050	ID=cds1931;Name=NP_460935.1;Parent=gene1995;Note=positive transcriptional regulator of capsular%2Fexo-polysaccharide synthesis%3B LuxR%2FUhpA family %28SW:RCSA_SALTY%29;Dbxref=Genbank:NP_460935.1,GeneID:1253503;gbkey=CDS;gene=rcsA;product=transcriptional regulator RcsA;protein_id=NP_460935.1;transl_table=11;strand=+
cds1932	gi|16763390|ref|NC_003197.1|	2068089	2068283	ID=cds1932;Name=NP_951051.1;Parent=gene1996;Note=downstream region B%3B regulated by DsrA and HNS%2C under control of RpoS;Dbxref=Genbank:NP_951051.1,GeneID:1253504;gbkey=CDS;gene=dsrB;product=protein DsrB;protein_id=NP_951051.1;transl_table=11;strand=-
cds1933	gi|16763390|ref|NC_003197.1|	2068412	2068639	ID=cds1933;Name=NP_460936.1;Parent=gene1997;Dbxref=Genbank:NP_460936.1,GeneID:1253505;gbkey=CDS;gene=yodD;product=cytoplasmic protein;protein_id=NP_460936.1;transl_table=11;strand=+
cds1934	gi|16763390|ref|NC_003197.1|	2068949	2069764	ID=cds1934;Name=NP_460937.1;Parent=gene1999;Note=catalyzes the hydrolysis of mannosyl-3-phosphoglycerate to form the osmolyte mannosylglycerate;Dbxref=Genbank:NP_460937.1,GeneID:1253507;gbkey=CDS;gene=yedP;product=mannosyl-3-phosphoglycerate phosphatase;protein_id=NP_460937.1;transl_table=11;strand=+
cds1935	gi|16763390|ref|NC_003197.1|	2069743	2071455	ID=cds1935;Name=NP_460938.1;Parent=gene2000;Dbxref=Genbank:NP_460938.1,GeneID:1253508;gbkey=CDS;product=inner membrane protein;protein_id=NP_460938.1;transl_table=11;strand=-
cds1936	gi|16763390|ref|NC_003197.1|	2071620	2071838	ID=cds1936;Name=NP_460939.2;Parent=gene2001;Dbxref=Genbank:NP_460939.2,GeneID:1253509;gbkey=CDS;product=hypothetical protein;protein_id=NP_460939.2;transl_table=11;strand=-
cds1937	gi|16763390|ref|NC_003197.1|	2071882	2072793	ID=cds1937;Name=NP_460940.1;Parent=gene2002;Dbxref=Genbank:NP_460940.1,GeneID:1253510;gbkey=CDS;gene=yedI;product=inner membrane protein;protein_id=NP_460940.1;transl_table=11;strand=-
cds1938	gi|16763390|ref|NC_003197.1|	2072969	2073889	ID=cds1938;Name=NP_460941.1;Parent=gene2003;Dbxref=Genbank:NP_460941.1,GeneID:1253511;gbkey=CDS;gene=yedA;product=amino acid exporter;protein_id=NP_460941.1;transl_table=11;strand=+
cds1939	gi|16763390|ref|NC_003197.1|	2073878	2074348	ID=cds1939;Name=NP_460942.1;Parent=gene2004;Dbxref=Genbank:NP_460942.1,GeneID:1253512;gbkey=CDS;gene=vsr;product=DNA mismatch endonuclease;protein_id=NP_460942.1;transl_table=11;strand=-
cds1940	gi|16763390|ref|NC_003197.1|	2074329	2075759	ID=cds1940;Name=NP_460943.1;Parent=gene2005;Dbxref=REBASE:M.StyLT2DcmP,Genbank:NP_460943.1,GeneID:1253513;gbkey=CDS;gene=dcm;product=DNA cytosine methylase;protein_id=NP_460943.1;transl_table=11;strand=-
cds1941	gi|16763390|ref|NC_003197.1|	2075833	2076528	ID=cds1941;Name=NP_460944.1;Parent=gene2006;Dbxref=Genbank:NP_460944.1,GeneID:1253514;gbkey=CDS;gene=yedJ;product=hydrolase;protein_id=NP_460944.1;transl_table=11;strand=-
cds1942	gi|16763390|ref|NC_003197.1|	2076620	2076919	ID=cds1942;Name=NP_460945.1;Parent=gene2007;Dbxref=Genbank:NP_460945.1,GeneID:1253515;gbkey=CDS;product=inner membrane protein;protein_id=NP_460945.1;transl_table=11;strand=-
cds1943	gi|16763390|ref|NC_003197.1|	2077569	2078765	ID=cds1943;Name=NP_460946.1;Parent=gene2008;Dbxref=Genbank:NP_460946.1,GeneID:1253516;gbkey=CDS;gene=ompS;product=porin;protein_id=NP_460946.1;transl_table=11;strand=+
cds1944	gi|16763390|ref|NC_003197.1|	2079225	2079437	ID=cds1944;Name=NP_460947.1;Parent=gene2009;Dbxref=Genbank:NP_460947.1,GeneID:1253517;gbkey=CDS;gene=cspB;product=cold-shock protein;protein_id=NP_460947.1;transl_table=11;strand=-
cds1945	gi|16763390|ref|NC_003197.1|	2079892	2081160	ID=cds1945;Name=NP_460948.1;Parent=gene2010;Note=binds processed UmuD protein to form functional DNA pol V %28UmuD%272UmuC%29%3B involved in translesion polymerization;Dbxref=Genbank:NP_460948.1,GeneID:1253518;gbkey=CDS;gene=umuC;product=DNA polymerase V subunit UmuC;protein_id=NP_460948.1;transl_table=11;strand=-
cds1946	gi|16763390|ref|NC_003197.1|	2081163	2081582	ID=cds1946;Name=NP_460949.1;Parent=gene2011;Note=binds with UmuC protein to form functional DNA pol V %28UmuD%272UmuC%29%3B involved in translesion polymerization;Dbxref=Genbank:NP_460949.1,GeneID:1253519;gbkey=CDS;gene=umuD;product=DNA polymerase V subunit UmuD;protein_id=NP_460949.1;transl_table=11;strand=-
cds1947	gi|16763390|ref|NC_003197.1|	2081709	2081870	ID=cds1947;Name=NP_460950.1;Parent=gene2012;Dbxref=Genbank:NP_460950.1,GeneID:1253520;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_460950.1;transl_table=11;strand=-
cds1948	gi|16763390|ref|NC_003197.1|	2082351	2083148	ID=cds1948;Name=NP_460951.1;Parent=gene2014;Dbxref=Genbank:NP_460951.1,GeneID:1253522;gbkey=CDS;gene=mtfA;product=Mlc titration factor A;protein_id=NP_460951.1;transl_table=11;strand=+
cds1949	gi|16763390|ref|NC_003197.1|	2084458	2084931	ID=cds1949;Name=NP_460952.1;Parent=gene2018;Dbxref=Genbank:NP_460952.1,GeneID:1253526;gbkey=CDS;product=endoprotease;protein_id=NP_460952.1;transl_table=11;strand=+
cds1950	gi|16763390|ref|NC_003197.1|	2086921	2088615	ID=cds1950;Name=NP_460954.1;Parent=gene2020;Note=contains TPR repeats;Dbxref=Genbank:NP_460954.1,GeneID:1253528;gbkey=CDS;product=hypothetical protein;protein_id=NP_460954.1;transl_table=11;strand=+
cds1951	gi|16763390|ref|NC_003197.1|	2088672	2090402	ID=cds1951;Name=NP_460955.1;Parent=gene2021;Dbxref=Genbank:NP_460955.1,GeneID:1253529;gbkey=CDS;product=periplasmic protein;protein_id=NP_460955.1;transl_table=11;strand=+
cds1952	gi|16763390|ref|NC_003197.1|	2090612	2090785	ID=cds1952;Name=YP_006892398.1;Parent=gene2022;Dbxref=Genbank:YP_006892398.1,GeneID:13865705;gbkey=CDS;product=hypothetical protein;protein_id=YP_006892398.1;transl_table=11;strand=+
cds1953	gi|16763390|ref|NC_003197.1|	2091307	2092761	ID=cds1953;Name=NP_460956.1;Parent=gene2023;Note=Catalyzes the hydrolysis of AMP to form adenine and ribose 5-phosphate using water as the nucleophile;Dbxref=Genbank:NP_460956.1,GeneID:1253530;gbkey=CDS;gene=amn;product=AMP nucleosidase;protein_id=NP_460956.1;transl_table=11;strand=-
